Job Title,Company Name,Location,Description
Data Engineer GCP F/H,VISEO,"Casablanca, Casablanca-Settat, Morocco","Vous avez de l’expérience dans la mise en place des Modern Data Platform sur Google Cloud Platform ?  Vous étiez à l’initiative ou contributeur de projet de mise en place des plateformes de données sur GCP (Datalake, Master Datahub, Cloud Data Warehouse, Advanced Analytics) ?  Vous êtes familiarisé avec les technologies de transformation de données à grande échelle (Apache Beam, Spark, SQL, Python) ?  Vous êtes familiarisé avec les architectures data serverless faisant appel à une approche container-based (Cloud Run, cloud Function)  Vous avez participé à la réalisation de projets BI moyennant des ETL et des outils de reporting On prem ou cloud ?  Vous avez participé à l’élaboration de la documentation des livrables projets ?  Au sein de VISEO Modern Data Platform, nous recherchons des Data Engineer (s) GCP pour continuer à développer nos offres data au sien de notre centre d’excellence au Casablanca  Nous sommes des Positive Digital Makers : VISEO a bâti un partenariat fort et stratégique avec Google depuis 5 ans. Nous avons développé un haut niveau d’expertise et de certification sur les différentes solutions data Google. De la gestion de l'infrastructure aux applications personnalisées ""cloud-native"", en passant par la gestion des données et l'intelligence artificielle.  Vos missions :   Concevoir et mettre en place des architectures de données évolutives et performantes sur Google Cloud Platform Développer et maintenir des pipelines de données pour extraire, transformer et charger des données à partir de différentes sourcesAssurer la qualité et l’intégrité des donnéesCollaborer avec les équipes d’analyse de données pour comprendre leurs besoins en matière de données et les aider à accéder aux données dont ils ont besoinOptimiser les performances des systèmes de gestion des donnéesMaintenir à jour les compétences techniques en matière de gestion des données, en suivant les dernières tendances et technologies.Accompagner et conseiller le client dans son adoption des Modern Data Platform dans GCP (Préparation des Spécifications techniques, FinOps, DevOps)Travailler en proximité avec les utilisateurs métiers et apporter les réponses nécessaires à leurs questions  Votre profil :  Vous êtes diplômé d’une formation Bac+5 en informatique.Vous justifiez d’une expertise reconnue et d'une expérience dans un rôle de Data Engineer ou ingénieur BI, avec une expérience significative sur Google Cloud Storage. Vous possédez une compréhension considérable des technologies du Cloud Vous avez une bonne connaissance de la modélisation des donées dans un contexte décisionnel ou opérationnelleVous maitrisez les langages de traitement / analyse des donnéesVous maitrisez les services Data suivants : Google Cloud Storage, Big Query, DataFlow (Apache Beam) , Cloud Composer (Airflow) , Cloud Run Vous avez une connaissance autour du SQL, Java, PythonVous avez des compétences / connaissances théoriques solides dans un ou plusieurs de ces domaines : Opérations / Gestion des systèmes Conception ou développement de logiciels Processus DevOps et outillage Stratégie d'entreprise Infrastructure Cloud (virtualisation, mise en réseau, stockage, base de données) Sécurité des données et des infrastructures dans le cloudPilotage projetsManagement des équipes projetsVous êtes sensibilisé à la démarche DevOps pour les projets Data et connaissez au moins un outil pour la mise en œuvre de Continuous Integration/Continuous Delivery (CI-CD) | Infrastructure As a Code Vous avez une grande aisance dans la communication orale et écrite alliée à un esprit de synthèse, de la rigueur et un très bon sens de la formalisation La possession de certifications sur des services Cloud Google est un plus.   Intégrer nos équipes Cloud au quotidien, ça veut dire quoi ?   Vous ferez partie de la communauté Cloud : la proximité et la taille humaine de notre organisation vous permettront de rendre visible vos initiatives et d’évoquer facilement vos projets. En parallèle, le dynamisme de l’entreprise et sa croissance perpétuelle multiplieront vos opportunités d’évolution.  Vous bénéficierez d’un management de proximité par votre mentor tout au long de votre parcours chez VISEO : Votre mentor, consultant expérimenté de votre practice, viendra régulièrement échanger avec vous sur les challenges de votre mission, faire chaque semestre le bilan de vos réalisations et évoquer vos ambitions futures et les moyens de les réaliser.  Vous disposerez de multiples moyens pour monter en compétences et découvrir de nouveaux domaines : formations, certifications, Brown Bag Lunchs, ateliers, meet-ups, rencontre d’experts, séminaires techniques…  Intégrer nos Centre of Excellence, ça veut dire quoi ?   VISEO propose des modèles front-back à ses clients permettant de répondre en mode Factory à des sujets de pointes et avec une capacité de delivery importante. Le COE construit un élément socle dans notre dispositif et notre stratégie cloud-centric. Portée par une ambition de construire une factory de 100 collaborateurs sur 2023/24/25, spécialistes de la mise en place des Modern Data Platform dans Gogole Cloud Platform, notre stratégie est de construire un dispositif transverse de managers et d’architectes capables de répondre aux enjeux du marché de la data. Le COE bénéficie du support technique/technologique des équipes « front » des différentes régions qui ont eu à gérer des projets Data d’envergures sur Google.  #VISEO SPIRIT :   Un management flat qui encourage la communication et la prise d'initiative Des centres d’excellence en IoT / Cloud / Smart Factory Des missions d’audit, d’expertise technique et des POCs Un programme d’apprentissage en e-learning : accès digital academy et 7-speaking Deux jours de télétravail par semaine   N’attendez plus, rejoignez VISEO. Devenez un #PositiveDigitalMaker !  GDPR MESSAGE: Our privacy policy has been updated to comply with the new regulations. We invite you to consult it by clicking here: https://www.viseo.com/fr/politique-de-confidentialite. The VISEO Group uses the data collected as part of your application to assess your suitability for the job in question. We use the Jazz HR tool to help us in our recruitment process. This tool complies with current regulations on the protection of personal data. The tool is hosted in the United States and is PrivacyShield certified for HR data. In all cases, we may keep your file for 5 years so that we can contact you again if another position matches your profile. You may, of course, object to this. To find out more about how your data is used and how you can exercise your rights, please consult our privacy policy https://www.viseo.com/fr/politique-de-confidentialite."
Senior Data Engineer,CoachHub - The digital coaching platform,EMEA,"CoachHub is on a mission to democratise coaching for all career levels worldwide. We need an amazing team to achieve this, so we’re bringing together kind, smart and highly-skilled people from all corners of the globe.  If you'd like to shape the success story of a fast-growing, award-winning company and the leading global digital coaching platform - get in touch!   About The Data & Insights Team  We a remote first team (Spain, France, Germany, Austria, Italy). The team is composed of a group of talented Data Engineers, Machine Learning Engineers and Full Stack Engineers. This allows us to bring different perspectives, experiences, and ideas to the table, making our work richer and more impactful.  We work in ""tribes"" which are composed by multidisciplinary colleagues (product managers, analysts, and engineers). Depending on the tribe we use Scrum or Kanban. Your work will have a direct impact on our products, our customers, and our success as a company. We're looking for someone who is passionate about making a difference  What We Value   AutonomyProactivenessLearning from MistakesMaking an ImpactCollaboration   Our Golden Rules  Move Fast (Iterate)With High QualityAnd true ownership   Position  We are seeking an experienced and talented Senior Data Engineer to join our dynamic team. As a Senior Data Engineer, you will play a key role in designing, implementing, and maintaining our data architecture and infrastructure.  Location: remote within the EU  Responsibilities  Design, implement, and maintain scalable and efficient data architectures to support the company's data needs.Develop and implement data models, ensuring data accuracy, consistency, and reliability.Create and optimize ETL processes to extract, transform, and load data from various sources into our data warehouse.Implement and enforce data quality standards, ensuring the accuracy and completeness of the data.Monitor and optimize the performance of data pipelines and queries.Create and maintain comprehensive documentation for data engineering processes, data models, and systems.Work closely with data analysts, data product managers and other stakeholders to understand and address their data requirements.  Requirements  Proven professional data engineering experience.Proficient in SQL and experience with relational and column databases (e.g., PostgreSQL, Redshift respectively).Strong programming skills in Python.Experience with cloud platforms (AWS).Experience with data modeling, ETL processes, and data warehousing concepts.Strong problem-solving and analytical skills.Excellent communication and collaboration skills.Ability to work independently and as part of a team in a fast-paced environment.  Preferred Qualifications  Experience in the use of AWS Lambda, EKS, API Gateway, S3, CDK, Airflow, dbt, GitFamiliarity with data governance and compliance standards.Knowledge of machine learning concepts and frameworks.Generative AI enthusiast  About CoachHub  CoachHub is the leading global talent development platform that enables organizations to create a personalized, measurable and scalable coaching program for the entire workforce, regardless of department and seniority level. By doing so, organizations are able to reap a multitude of benefits, including increased employee engagement, higher levels of productivity, improved job performance and increased retention.  CoachHub’s global pool of coaches is comprised of over 3,000 certified business coaches in 70 countries across six continents with coaching sessions available in over 60 languages, to serve more than 500 clients.  Our programs are based on advanced R&D from our Coaching Lab. CoachHub is backed by leading tech investors, including Draper Esprit, Holtzbrinck Ventures, Partech, RTP Global, Signals Venture Capital, Sofina, Softbank and Speedinvest.  As of 2022, CoachHub is a certified Carbon Neutral Company. Find out more about CoachHub’s dedication to positive impact at www.coachhub.com/esg."
"Data Engineer (skilled on Data modeling, Datawarehousing, ETL, Sql, possibly in one cloud DW platform such as Snowflake or Redshift)",DXC Technology Morocco,"Rabat, Rabat-Salé-Kénitra, Morocco","Basic QualificationsExperience: Minimum of 12+ years in data management, data engineering, or related fields, with 5-7 years in a dedicated data engineering or data architecture role.Data Modeling and Architecture: Proven experience in designing and implementing data architectures for scalability and performance, including dimensional modeling and schema design and in Datawarehousing projectsSQL Proficiency: Advanced knowledge of SQL for data querying, transformation, and database management tasks.Required SkillsData Warehousing: Hands-on Datawarehousing solutions preferrable on cloud data warehousing platforms, such as AWS Redshift or Snowflake, with at least one completed project showcasing independent implementation.ETL Development: Proficiency in building and managing ETL workflows using platforms such as Informatica, AWS Glue or other SQL-based ETL tools.Database Management and Optimization: Strong skills in database management, query optimization, and performance tuning for large datasets.Desired QualificationsData Transformation and Processing: Expertise in data cleansing, transformation, and structuring techniques to prepare data for analytics solutionsCloud Computing and Infrastructure: Working knowledge of key AWS services (e.g., S3, Lambda, and Glue), with a focus on integrating these services within a scalable data architecture.Project Management: Demonstrated ability to independently manage data engineering projects, from planning and design to execution and optimization.Advanced Data Warehouse Concepts: Familiarity with best practices for data warehousing, including star and snowflake schemas, and experience in implementing data marts or data lakes.Nice-to-Have SkillsData Security and Compliance: Understanding of data security practices, including encryption, access control, and compliance, particularly in cloud environments.Business Intelligence and Reporting: Basic exposure to BI tools such as Power BI, with an understanding of how data architectures support dashboard and reporting needs."
Blockchain Developer,Newcore,EMEA,"Blockchain Protocol Engineer (Rust) Client Overview:Our client is at the forefront of blockchain innovation, developing a next-generation permissionless network designed to support applications that can scale to billions of users. They are committed to delivering a developer-friendly, high-performance infrastructure that accelerates mainstream adoption of blockchain technology. The team operates with core values of openness, integrity, and a growth mindset, fostering a collaborative and innovative environment where every contribution drives meaningful impact. Position Overview:We are hiring on behalf of our client for a talented Blockchain Engineer to join their core development team. This role focuses on designing, developing, and optimizing critical blockchain components, including consensus mechanisms, virtual machines, P2P networking, and RPC protocols. As part of a remote-first team of experienced engineers, you’ll play a key role in shaping the project’s technical direction and delivering scalable, high-performance blockchain solutions.This is a unique opportunity to join a forward-thinking team at an early stage, influencing critical decisions while advancing your career in a dynamic and collaborative environment. Key Responsibilities:Core Blockchain Development: Design, implement, and enhance core components such as consensus mechanisms, virtual machines, P2P networking, and RPC systems.Performance Optimisation: Conduct benchmarking, stress testing, and troubleshooting to address performance bottlenecks and ensure system scalability.Testing and Quality Assurance: Develop and maintain comprehensive unit, integration, and end-to-end tests to ensure system reliability.Collaboration: Work closely with DevOps, SecOps, QA, and project management teams to streamline processes and drive project success.Documentation: Maintain clear, structured documentation for codebases, architecture designs, and technical processes. Qualifications:At least 3 years of hands-on experience in Rust, with a proven ability to write clean, efficient, and maintainable code.Strong understanding of blockchain fundamentals, including consensus algorithms, virtual machines, P2P networking, and RPC protocols.Demonstrated experience contributing to blockchain projects, particularly open-source or public repositories.Exceptional problem-solving and analytical skills, with the ability to thrive in a fast-paced and evolving environment. Preferred Experience:Contributions to Ethereum-based clients (e.g., Reth, Erigon, or Nethermind).Experience with high-throughput consensus protocols such as Narwhal, Bullshark, HotStuff, or similar. Why Join:Our client offers a rare opportunity to join a cutting-edge project at a foundational stage. You’ll work alongside a talented and passionate team, contribute to a groundbreaking blockchain ecosystem, and enjoy competitive compensation with opportunities for career growth.If you’re a driven Blockchain Engineer ready to make an impact, we’d love to hear from you. How to Apply:Please submit your resume and any relevant project contributions or portfolios."
Senior Big Data Engineer ,Leyton,Casablanca Metropolitan Area,"LEYTON MOROCCO is a leading force, offering essential assistance in business and engineering services worldwide.Our team's proficiency in handling complex operations, along with a diverse language skill set, positions us to cater to a global clientele.Our areas of specialization encompass innovation funding, consulting, energy, and outsourced services. Main Responsibilities:Design and implement infrastructure for managing the company's data in alignment with various business challenges.Develop and manage data flows, including ingestion, modeling, warehousing, and cleaning, using Big Data technologies.Analyze source systems to define optimal data management strategies from collection to analysis.Collaborate with cross-functional teams to integrate Big Data solutions with existing systems.Optimize and maintain Big Data platforms for performance, reliability, and scalability.Develop and enforce data governance policies to ensure data quality and security.Create and maintain documentation related to data architecture, processes, and workflows.Conduct performance tuning and troubleshooting to resolve data-related issues.Develop data visualizations and reports to support business decision-making.Lead and participate in code reviews to ensure code quality and best practices. Qualifications:Master's in Software Development, Computer Engineering, or a related field.Expertise in one or more Big Data technologies.Certifications in Big Data technologies are a plus.2 to 5 years of experience in a similar role.Proficiency in understanding complex data processing algorithms and mechanisms.Skills & experience in Python and SQL, Spark, Airflow, Kafka, RabbitMQ, ElasticSearch (and the ELK Suite), MongoDB, Neo4J, Docker, and front-end frameworks like Angular, React, or Vue.js.Excellent listening, synthesis, and analytical skills.Intellectual curiosity, initiative, and proactivity.Strong organizational skills and the ability to work autonomously.Excellent interpersonal skills and the ability to facilitate team collaboration. What We Offer:Competitive salary with flexible working hours.Work-life balance and numerous social benefits.A start-up spirit within a fast-growing multinational group.Opportunities for career growth and project diversification.A continuous learning environment with team-building activities.Health and wellness partnerships. Join us to leverage your Big Data expertise and contribute to innovative projects in a dynamic and supportive environment!"
Data Scientist/ML Engineer,AudaCity Capital Management,Morocco,"AudaCity Capital is a progressive and flourishing prop trading firm, and trading education provider. We are based in London, and at the moment have a team of highly trained properly trading professionals, managing the company’s extensive funds on our City of London based trading floor.We believe that the only way to be a winner in our industry is to invest heavily in talented people who want to grow with us. We are seeking like-minded professionals to develop their skills and enable them to join our team.We trade on all major asset classes on multiple exchanges with our own capital and do not handle any client funds or have customers. By becoming a member of the team, you become part of our success. We are market leaders because we have always had an internal vision to promote a strong entrepreneurial working culture.Our mission statement is to mix a strong base of intellectual capital with state-of-the-art technology, to build for the future. Our trading has a unique combination of skills, talent, and industry-leading software, which has been produced in-house by the company development department.Strict, Prudent Risk ManagementYou can have guts, but not glory, if you don’t back your trading moves with proper management practices. That’s why we treat risk management with the utmost seriousness …  The Role  You Will Be Responsible For  Developing scripts to process structured and unstructured data.Recommending, developing and implementing ways to improve data reliability, efficiency and quality.Supporting translation of data business needs into technical system requirements.Working with stakeholders to understand needs in order with respect to data structure, availability, scalability and accessibility.Defining, developing and maintaining reports to support decision making.Processing & Interpreting data to get actionable insights.Working closely with business users to understand their data analysis needs/requirements.Developing high-quality code to build and deploy machine learning models.Identifying trends, doing follow-up analysis, preparing visualizations.  Ideal Profile  You possess a degree in Computer Science, Applied Mathematics, Engineering or related field.You have at least 3 years experience, ideally within a Data Analyst or Data Engineer role.Demonstrated experience working with large and complex data sets as well as experience analyzing volumes of data.You have good presentation and communication skills and the ability to present you findings clearly and accessibly in the form of reports and presentations to senior colleagues.You have working knowledge of Artificial intelligenceYou are highly goal driven and work well in fast paced environmentsYou possess strong analytical skills and are comfortable dealing with numerical dataYou enjoy finding creative solutions to problems  What's on Offer?  Work within a company with a solid track record of successLeadership RoleFlexible working options"
Senior Data Engineer,PFF FC,EMEA,"About us PFF FC is a small, angel-funded sports analytics company focused on international football (soccer). We recently spun out of PFF, the leader in American football analytics.  Our mission is to be the authority on player performance by providing unparalleled insights and analysis that empower clubs, broadcasters, and fans to make informed decisions and elevate the understanding of soccer.  About the Role We seek a pragmatic, self-driven Senior Data Engineer with a passion for sports to join our growing engineering team. You will lead the design, building, and maintenance of a robust data infrastructure that powers our player analysis platform. This role requires close collaboration with cross-functional teams, including Product and Design, to ensure the data solutions are aligned with user needs and support innovative product experiences. You will focus on developing scalable data pipelines and storage systems, ensuring data quality and accessibility for analysis and reporting. A strong background in ETL pipeline development and experience with modern data engineering tools and frameworks are essential. Additionally, proficiency with cloud platforms, DevOps practices, and data performance optimization will make you an excellent fit for this role. We are particularly interested in candidates who thrive in dynamic environments and have prior startup experience. Responsibilities:Design, implement, and maintain scalable data infrastructure to support high-volume football data processing and storage.Develop, manage, and optimize ETL pipelines to ingest, clean, and transform complex football datasets, ensuring data quality and availability.Collaborate closely with data scientists and backend engineers to provide efficient data flows and integrate data solutions into analysis and reporting platforms.Utilize data processing frameworks to handle and transform large datasets in real-time or batch-processing environments.Monitor data infrastructure for performance and reliability, implementing solutions for scalability and resolving issues in a production environment.Establish and promote best practices in data engineering, including data governance, version control, and testing to maintain high standards of data quality.Stay up-to-date with new data engineering technologies and methodologies, recommending improvements to enhance our data infrastructure. Qualifications:5+ years of experience in data engineering or a similar role, with a focus on building and maintaining ETL pipelines and data infrastructure.Experienced with modern cloud-based database technologies for both batch and streaming workloads (e.g., BigQuery, Databricks, Snowflake, ClickHouse, Athena).Skilled in one of the orchestrators (e.g., Airflow, Dagster, Argo Workflows) to automate and manage workflows effectively.Knowledgeable in computation frameworks/systems (e.g., Trino) for large-scale data querying and processing.Proficient in data transformation tools (e.g., dbt, Pandas, Apache Beam) to build and optimize transformation workflows.Familiar with data quality frameworks (e.g., Great Expectations, Monte Carlo Data, or dbt tests) to ensure high data reliability and accuracy.Excellent problem-solving skills, with a track record of diagnosing and resolving issues in complex data systems.Exceptional communication skills and the ability to collaborate effectively with cross-functional teams.A passion for sports, especially football, and a genuine interest in working on products that impact the global football community. Don’t worry if you don’t have all of these. We value diverse skill sets and recognize that no one candidate will match all of these. We’d love to hear from you if this role seems like an exciting opportunity for you. Why Join Us Be part of an exciting mission to revolutionize football analysis for professional clubs, broadcasters, and fans.Collaborative, inclusive team culture where transparency, ownership, and a passion for the game are core values.Flexible working hours and the ability to work remotely.Competitive salary"
Data Viz Engineer PowerBI | Devoteam Maroc Nearshore,Devoteam,"Rabat, Rabat-Salé-Kénitra, Morocco"," Company Description  Chez Devoteam, nous sommes des « Digital Transformakers ». Le respect, la franchise et la passion animent chaque jour notre tribu.   Ensemble, nous aidons nos clients à remporter la bataille du Digital : du conseil à la mise en œuvre de technologies innovantes, jusqu’à l’adoption des usages.  Cloud, Cybersecurity, Data, DevOps, Fullstack Dev, Low Code, RPA n’ont plus aucun secret pour notre tribu !   Nos 10 000+ collaborateurs sont certifiés, formés et accompagnés au quotidien pour relever de nouveaux challenges innovants.  Leader du Cloud, de la Cybersécurité et de la Data en EMEA, le Groupe Devoteam a réalisé en 2022 un chiffre d’affaires de 1,036 milliard d’euros et se donne pour ambition de le doubler dans les 5 années à venir.  Devoteam Maroc, acteur de référence dans les expertises IT depuis plus de 30 ans (350+ consultants) accélère sa croissance en développant ses activités d’expertise en nearshore pour répondre aux besoins de nos clients français, européens et moyen orientaux.  Es-tu prêt(e) à nous rejoindre et relever ensemble ce défi ?     Job Description  Data Viz Engineer PowerBI @ Devoteam Data Driven.  Dans un monde où les sources de données sont en constante évolution, Devoteam Data Driven aide ses clients à transformer leurs données en informations exploitables et les rendre ainsi impactantes pour plus de valeur business.  Data Driven adresse les 3 grandes dimensions suivantes : Data Strategy, Data for Business et Data Foundation en appui d’expertise chez ses clients pour les rendre encore plus performants et compétitifs au quotidien.  Au sein des équipes Nearshore de Devoteam Maroc, tu rejoindras les équipes de la tribu Data For Business : une équipe enthousiaste de Data Viz Engineers, Data Analysts et Data Scientists travaillant à analyser et interpréter les données pour aider l’entreprise à améliorer sa performance et prendre les bonnes décisions.  Tu seras le maillon essentiel pour fournir aux métiers les tableaux de bord et les rapports leur permettant d’améliorer leurs performances, leurs produits et leurs services et tu appuieras aussi les équipes Data Science en leur fournissant les environnements de données “datalab” nécessaires pour mener à bien leurs démarches exploratoires dans l’élaboration et l’industrialisation de leurs modèles, à savoir : Échanger avec l’ensemble des parties prenantes pour bien comprendre leurs besoins en termes de visualisation de données et les objectifs métier sous tendusA partir des différentes sources de données, collecter, nettoyer, transformer et préparer les données pertinentes pour les besoins d'analyse et de visualisationConcevoir les modèles de données adaptés aux besoins du métier, en déterminant les relations entre les différentes tables de donnéesCréer sous PowerBI des tableaux de bord interactifs et des rapports fournissant les insights pertinents aux métiers et à leurs utilisateursMaîtriser les techniques d'analyse de données et SQL pour identifier les tendances, les modèles et les anomalies dans les ensembles de données et intégrer ces analyses dans les visualisationsOptimiser les performances des visualisations et des requêtes pour garantir des temps de chargement rapides et une expérience utilisateur fluideTester et valider les visualisations pour s'assurer qu'elles répondent aux exigences métier et aux attentes utilisateursFormer les utilisateurs finaux à utiliser les visualisations de données de manière efficace incluant un support continu en cas de questions ou de problèmesRester à jour sur les tendances, les meilleures pratiques et les nouvelles technologies en matière de visualisation de donnéesTravailler en étroite collaboration avec les data analystes, les data scientist et les data engineers pour assurer l'intégration et la cohérence des visualisations de données dans l'ensemble du processus décisionnel de l'entrepriseMettre en œuvre les mécanismes de sécurité pour protéger l’accès aux données en utilisant les fonctionnalités d'authentification, d'autorisation RBAC/ABAC, de chiffrement, d'anonymisation des donnéesDocumenter le code, les schémas de données, les visualisations et les décisions de conception pour assurer leur compréhension et maintenabilitéMettre en place les tests unitaires et d'intégration pour assurer la qualité du code et déboguer les problèmes éventuels dans les visualisations de données   Tu donneras ta pleine mesure par la maîtrise de tes fondamentaux techniques, ta connaissance sur le bout des doigts des données que tu analyses et que tu présentes et surtout en affirmant ta volonté à comprendre les besoins et le métier pour lequel tu travailleras.  Ton terrain de jeu : la distribution, l’énergie, la finance, l’industrie, la santé et les transports avec plein de cas d’usage et de nouveaux défis Data à relever ensemble notamment la Data dans le Cloud.     Qualifications  Ce qu’on attend de toi. Que tu aies foi dans la Data Que tu aides ton collègueQue tu sois gentil avec tes RHsQue tu t’éclates dans ta missionEt que les Codingame ne te fassent pas peur (tu ne seras pas seul : on t’aidera)   Et plus sérieusement : Que tu maîtrises les fondamentaux de la Data : SQL et les data pipelines : l’ingestion, le traitement, la valorisation et l’exposition des données Que tu maîtrises évidemment la solution PowerBI : création de rapports et tableaux de bord, requêtage M et DAX et manipulation des données dans PowerBI DesktopQue tu aies une expérience avérée dans la création de visualisations évoluées s’appuyant sur des données métiers issues de “lakehouse” Que tu souhaites t’investir sur les nouveaux paradigmes de la Data : Cloud, DaaS … et que tu t’engages à nos côtés dans cette aventureQue tu aimes travailler en mode agileQue tu sois proche des métiers, que tu les accompagnes dans la définition de leurs besoins, leurs nouveaux produits & services : dans des ateliers, en définissant les user stories et en éprouvant au travers de POCEt coder est ta passion : tu travailles ton code, tu commit en Open Source, tu fais un peu de compétition alors rejoins nous   Ce qu’on t’apportera. Un manager à tes côtés en toute circonstanceUne communauté Data où tu y trouveras ta place : Ideation Lab, Hackathon, Meetup ...Un parcours de formation et de certification via “myDevoteam Academy” sur les technologies du moment et à venir : Snowflake, GCP BigQuery, dbt, PowerBI, PowerApps, Azure Data, Ansible, Docker, k8s …Un renfort de ton expertise dans le domaine de la Data pour devenir un Tech Lead Data Viz (PowerBI, Looker, Tableau Software), un Tech Lead Cloud (Azure, AWS, GCP …), un architecte des futures plateformes Data, un expert DataOps au service des métiers (Data as a Service) et de la Data Science (AutoML), un Data Office Manager en pilotage des projets Data Product, bref plein de nouveaux jobs en perspective …La possibilité de t’investir personnellement : être formateur interne, leader de communauté, participer aux entretiens candidats, aider à développer nos offres et pourquoi pas manager ta propre équipe ...   Quelques exemples de missions. La conception, la mise en place et le support des tableaux de bord et rapports métiersLe déploiement de solutions data dans une démarche Agile et DevOpsLe développement d’API REST pour exposer les donnéesLe support et l’expertise sur les technologies Data et les solutions déployées : PowerBI, Snowflake, BigQuery, Azure, AWS, GCP, Spark, Kafka, Elasticsearch, ...    Additional Information  Informations additionnelles. Poste basé au Maroc dans nos locaux de Rabat et/ou Casablanca et ouvert uniquement en CDIPoste hybride avec possibilité de télétravailEn rejoignant Devoteam, vous aurez la possibilité d’échanger avec vos pairs, de partager leur expérience et de développer vos compétences en rejoignant la communauté Data Driven rassemblant les consultants des 18 pays du Groupe   Restons connectés : https://www.linkedin.com/company/devoteamhttps://twitter.com/devoteamhttps://www.facebook.com/devoteam"
Data Visualization Engineer,Braintrust,EMEA,"Job Description  Role Summary:  We are seeking a technically proficient Data Visualization Engineer to transform complex data sets into interactive, dynamic web experiences. In this role, you will focus on coding robust, performance-optimized visualizations that inform and engage users.  You will collaborate closely with internal creative team to ensure that data insights are accurately represented through elegant, intuitive interfaces.  To Note: This is an immediate project need. Project is approved for 3-months, with potential to be extended based on project demands.*  Responsibilities:  Data-Driven Visualizations: Build interactive charts, maps, and advanced data visuals using JavaScript libraries such as D3.js, Three.js, and p5.js.Front-End Development: Implement animations and interactions using HTML/CSS, SVG, and WebGL to ensure smooth performance across devices.Data Integration: Work closely with analysts to ingest, transform, and interpret raw data, ensuring accurate and meaningful visual outputs.Performance Optimization: Continuously refine code for responsiveness, load times, and overall performance, applying best practices in web optimization.Collaboration: Partner with internal creative team to integrate visual assets and narrative elements into a cohesive product.Testing & Quality Assurance: Test interactive components thoroughly for usability, compatibility, and responsiveness before deployment.  Requirements:  Education: Bachelor’s in Computer Science, Data Science, or a related field—or equivalent experience.Experience: 5+ years in data visualization engineering, front-end development, or creative coding.Technical Skills: Advanced proficiency in JavaScript (D3.js, Three.js, p5.js), HTML/CSS, and SVG animation. Familiarity with Python or R for data handling is a plus.Analytical Mindset: Ability to translate raw data into coherent visual forms with minimal guidance.Collaboration: Comfortable working remotely with cross-functional teams."
Senior Data and AI Engineer,Horizons,EMEA,"About Horizons: At Horizons, we're building the infrastructure to power borderless teams. By handling global payroll, benefits, taxes, and compliance, our technology enables businesses to hire anyone anywhere compliantly at the push of a button. If you're interested in adding to our vision of enabling people to work in dream jobs, for every company, and from anywhere in the world, apply now! We're committed to building a global, diverse team representing different and varied backgrounds, perspectives, and experiences. We welcome applications from everyone, regardless of gender, ethnicity, sexual orientation, religion, civil or family status, age, or disability. Being a Horizoneer means being part of a growing, international family. Role overview: We're seeking a forward-thinking Data and AI Engineer who thrives on innovation and wants to play a pivotal role in transforming the company through cutting-edge AI technologies. You will lead the charge in integrating AI across the organization, ensuring its responsible and impactful adoption. Responsibilities: Implement the company’s AI strategy, setting the foundation for AI initiatives across the organization.Lead the design, development, and rollout of Large Language Models (LLMs) and Retrieval-Augmented Generation (RAG) based solutions.Design and manage data pipelines for efficient data collection, preprocessing, and model training.Develop and deploy AI models and solutions into the company’s cloud infrastructure, ensuring scalability, security, and performance.Ensure the integrity, quality, and availability of data for training and inference.Work closely with cross-functional teams to integrate AI capabilities into products and services.Identify and prioritize areas where AI and machine learning models can add value to business processes, products, and operations.Educate and guide stakeholders on the potential applications of AI, fostering a culture of innovation. Requirements: Minimum of 5 years in a Software Development role including 2 years in AI/ML engineering or a related field, with a track record of delivering AI solutions.Proven experience with deploying LLMs and RAG solutions in production environments.Background in building and managing data pipelines for AI/ML systems.Strong programming skills in Python, with experience in frameworks like TensorFlow, PyTorch, or similar.Experience with cloud platforms (e.g., AWS, Azure, Google Cloud) and integrating AI solutions into cloud-based systems.Proficiency in database management, data wrangling, and distributed systems.Solid foundation in algorithm design, statistics, and data science.Previous experience promoting and advocating for technology adoption in a corporate setting. Preferred skills:Familiarity with MLOps practices and tools for managing AI/ML workflows.Strong communication skills, with the ability to educate and influence stakeholders at all levels of the organization.Problem-solving mindset with a focus on delivering practical and scalable AI solutions.Passionate about driving innovation and fostering an AI-first culture within the organization.High ownership mindset, always striving for improvements.Excellent presentation and documentation skills.Set high standards for others and for yourself. If you're passionate about building high quality software and enjoy working in a supportive team environment, we encourage you to apply and become a valuable part of our Product and Engineering team. What it's like working at Horizons: Our service & product. We're a technology company, not an accountancy, payroll provider, recruitment firm or similar. We build a workforce management platform that allows our customers to hire the best talent in minutes, without worrying about compliance, payroll, or HR admin. Our amazing team and environment. Working at Horizons means you're working on something very exciting: allowing every person on the planet to have access to equal opportunities in living a fulfilled work and personal life. We believe in hiring from within and going the extra mile to retain top talent. As the company continues to grow fast, you will be given the opportunity to develop and grow alongside. Our benefits and perks. Being a Horizoneer means that you get the benefit of:A competitive salaryAn asynchronous working environmentA ""Remote-First"" company environment (or Hybrid) - based on the nature of the jobThe ability to work from abroad for a short period of timeGrowth opportunities within the companyWe provide all new joiners with the necessary hardware to ensure you have the tools you need to succeed from day one"
